COL1A1	chr17	+	ARNT	chr1	+
COL1A1	chr17	+	COL1A1	chr17	+
COL1A1	chr17	+	COL1A1	chr17	-
COL1A1	chr17	+	ELL2	chr5	-
COL1A1	chr17	+	GRAP2	chr22	-
COL1A1	chr17	+	GRID1	chr10	+
COL1A1	chr17	+	MRFAP1	chr4	-
COL1A1	chr17	+	MYO1B	chr2	-
COL1A1	chr17	+	SLC39A7	chr6	-
COL1A1	chr17	+	SUMO3	chr21	+
COL1A1	chr17	+	TCF25	chr16	-
COL1A1	chr17	+	TNXB	chr6	+
COL1A1	chr17	+	TRIT1	chr1	-
COL1A1	chr17	+	UBE2W	chr8	+
COL1A1	chr17	-	AEBP1	chr7	+
COL1A1	chr17	-	BGN	chrX	+
COL1A1	chr17	-	COL1A1	chr17	+
COL1A1	chr17	-	COL1A1	chr17	-
COL1A1	chr17	-	COL1A2	chr7	+
COL1A1	chr17	-	CPB1	chr3	+
COL1A1	chr17	-	EMILIN1	chr2	+
COL1A1	chr17	-	FLNA	chrX	-
COL1A1	chr17	-	HSP90AB1	chr6	+
COL1A1	chr17	-	LUC7L	chr16	-
COL1A1	chr17	-	MMP2	chr16	+
COL1A1	chr17	-	PDGFB	chr22	-
COL1A1	chr17	-	PEAK1	chr15	-
COL1A1	chr17	-	USP6	chr17	+
COL1A1	chr17	-	VIM	chr10	+
COL1A2	chr7	+	C1orf159	chr1	-
COL1A2	chr7	+	COL1A2	chr7	+
COL1A2	chr7	+	CPOX	chr3	-
COL1A2	chr7	+	FSTL1	chr3	-
COL1A2	chr7	+	HSPA8	chr11	-
COL1A2	chr7	+	LTB4R	chr14	-
COL1A2	chr7	+	MYO1C	chr17	-
COL1A2	chr7	+	PLAG1	chr8	-
COL1A2	chr7	+	POSTN	chr13	-
COL1A2	chr7	+	SACS	chr13	-
COL1A2	chr7	+	WNT2	chr7	-
COL1A2	chr7	-	COL1A2	chr7	+
COL1A2	chr7	-	COL1A2	chr7	-
COL1A2	chr7	-	JAM2	chr21	-
COL1A2	chr7	-	KIZ	chr20	-
COL1A2	chr7	-	LGALS1	chr22	+
COL1A2	chr7	-	PARVA	chr11	-
COL1A2	chr7	-	TCF4	chr18	+
COL21A1	chr6	-	DST	chr6	-
COL21A1	chr6	-	EFCAB1	chr8	-
COL22A1	chr8	-	RAD54B	chr8	-
COL22A1	chr8	-	ZFAT	chr8	-
COL23A1	chr5	-	FAM193B	chr5	-
COL24A1	chr1	+	TMEM181	chr6	+
COL25A1	chr4	-	CCDC109B	chr4	+
COL25A1	chr4	-	MCUB	chr4	+
COL26A1	chr7	+	BET1	chr7	-
COL26A1	chr7	+	COL26A1	chr7	+
COL26A1	chr7	+	GGCT	chr7	-
COL26A1	chr7	-	SNX12	chrX	+
COL27A1	chr9	+	C9orf43	chr9	+
COL27A1	chr9	+	CUL9	chr6	+
COL27A1	chr9	+	ZNF618	chr9	+
COL27A1	chr9	-	COL27A1	chr9	+
COL28A1	chr7	-	MTMR1	chrX	+
COL2A1	chr12	+	CLIC4	chr1	-
COL2A1	chr12	+	COL2A1	chr12	-
COL2A1	chr12	-	MAP3K14-AS1	chr17	-
COL2A1	chr12	-	ZNF609	chr15	+
COL3A1	chr2	+	AMOT	chrX	-
COL3A1	chr2	+	ANXA1	chr9	+
COL3A1	chr2	+	ARHGAP18	chr6	+
COL3A1	chr2	+	C7	chr5	+
COL3A1	chr2	+	CCT5	chr5	+
COL3A1	chr2	+	CHST12	chr7	+
COL3A1	chr2	+	CLU	chr8	-
COL3A1	chr2	+	COL3A1	chr2	+
COL3A1	chr2	+	COL3A1	chr2	-
COL3A1	chr2	+	DYNC1H1	chr14	-
COL3A1	chr2	+	ERBB3	chr12	+
COL3A1	chr2	+	MMP14	chr14	+
COL3A1	chr2	+	PLAT	chr8	-
COL3A1	chr2	+	RPS4X	chrX	-
COL3A1	chr2	+	SEC63	chr6	-
COL3A1	chr2	+	STAT6	chr12	-
COL3A1	chr2	+	SUPT16H	chr14	-
COL3A1	chr2	+	UTRN	chr6	+
COL3A1	chr2	+	VIM	chr10	+
COL3A1	chr2	+	VMP1	chr17	+
COL3A1	chr2	-	ARHGEF26	chr3	-
COL3A1	chr2	-	COL3A1	chr2	+
COL3A1	chr2	-	COL6A3	chr2	+
COL3A1	chr2	-	HSH2D	chr19	+
COL3A1	chr2	-	THBS2	chr6	-
COL3A1	chr2	-	YWHAB	chr20	-
COL4A1	chr13	+	COL4A1	chr13	-
COL4A1	chr13	-	COL4A1	chr13	+
COL4A1	chr13	-	ELK3	chr12	+
COL4A1	chr13	-	FLNA	chrX	-
COL4A1	chr13	-	GABBR2	chr9	-
COL4A1	chr13	-	SMIM4	chr3	+
COL4A1	chr13	-	ZNF675	chr19	-
COL4A1	chr13	-	ZNF827	chr4	-
COL4A2	chr13	+	CCT5	chr5	+
COL4A2	chr13	+	CDC16	chr13	+
COL4A2	chr13	+	COL4A2	chr13	+
COL4A2	chr13	+	EEA1	chr12	-
COL4A2	chr13	+	ELK3	chr12	+
COL4A2	chr13	+	NRAP	chr10	-
COL4A2	chr13	+	NUBPL	chr14	+
COL4A2	chr13	+	STK24	chr13	-
COL4A3BP	chr5	-	ELOVL7	chr5	-
COL4A4	chr2	+	VPS26B	chr11	+
COL4A5	chrX	+	RGAG1	chrX	+
COL4A5	chrX	+	RNF128	chrX	+
COL4A5	chrX	+	XRCC4	chr5	+
COL4A6	chrX	-	ZNF589	chr3	+
COL5A1	chr9	+	COL5A1	chr9	-
COL5A1	chr9	+	DDX21	chr10	+
COL5A1	chr9	+	PTGES2	chr9	-
COL5A1	chr9	+	SPATA31D3	chr9	+
COL5A1	chr9	+	UVRAG	chr11	+
COL5A1	chr9	-	COL5A1	chr9	-
COL5A2	chr2	+	COL5A2	chr2	-
COL5A2	chr2	-	OS9	chr12	+
COL5A2	chr2	-	PTPRD	chr9	+
COL5A2	chr2	-	SFTPB	chr2	-
COL5A2	chr2	-	VIM	chr10	-
COL5A3	chr19	-	THRAP3	chr1	+
COL6A1	chr21	+	CIRBP	chr19	+
COL6A1	chr21	+	CLCN3	chr4	+
COL6A1	chr21	+	COL6A1	chr21	-
COL6A1	chr21	+	DOT1L	chr19	+
COL6A1	chr21	+	EIF2AK2	chr2	-
COL6A1	chr21	+	PLAT	chr8	-
COL6A1	chr21	+	RBM19	chr12	-
COL6A1	chr21	+	SFPQ	chr1	-
COL6A1	chr21	-	AZIN1	chr8	+
COL6A1	chr21	-	COL6A1	chr21	+
COL6A1	chr21	-	NPIPB7	chr16	-
COL6A2	chr21	+	ELK3	chr12	+
COL6A2	chr21	+	FOXP1	chr3	-
COL6A2	chr21	+	MYH9	chr22	-
COL6A2	chr21	+	PRDX2	chr19	-
COL6A2	chr21	+	PSMD4	chr1	+
COL6A2	chr21	-	CAND2	chr3	-
COL6A2	chr21	-	COL6A2	chr21	+
COL6A3	chr2	+	BBC3	chr19	-
COL6A3	chr2	+	EBF1	chr5	-
COL6A3	chr2	+	LGMN	chr14	+
COL6A3	chr2	+	POSTN	chr13	-
COL6A3	chr2	+	STK39	chr2	+
COL6A3	chr2	-	ARHGEF11	chr1	-
COL6A3	chr2	-	DDX3X	chrX	+
COL6A3	chr2	-	PICALM	chr11	-
COL7A1	chr3	+	CES4A	chr16	+
COL7A1	chr3	-	ANXA1	chr9	+
COL7A1	chr3	-	SLC26A6	chr3	-
COL7A1	chr3	-	UQCRC1	chr3	-
COL8A2	chr1	-	FHAD1	chr1	+
COL9A3	chr20	+	ACTG1	chr17	-
COL9A3	chr20	+	ELK3	chr12	+
COLCA1	chr11	+	COLCA1	chr11	-
COLEC10	chr8	-	PKNOX1	chr21	+
COLEC11	chr2	+	PINX1	chr8	-
COLEC11	chr2	+	SOX7	chr8	-
COLEC11	chr2	-	PITPNC1	chr17	-
COLEC12	chr18	+	COLEC12	chr18	-
COLEC12	chr18	-	CLUL1	chr18	+
COLEC12	chr18	-	ORM1	chr9	+
COLGALT1	chr19	+	BISPR	chr19	+
COLGALT1	chr19	+	COLGALT1	chr19	-
COLGALT1	chr19	+	COPE	chr19	-
COLGALT1	chr19	+	FMNL1	chr17	+
COLGALT1	chr19	+	LY6G5B	chr6	+
COLGALT1	chr19	+	MTHFD1	chr14	-
COLGALT1	chr19	+	MVB12A	chr19	+
COLGALT1	chr19	+	PGLS	chr19	+
COLGALT2	chr1	+	MAP1B	chr5	-
COLQ	chr3	+	KLC2	chr11	-
COLQ	chr3	-	NICN1	chr3	+
COMMD1	chr2	+	COMMD1	chr2	-
COMMD1	chr2	+	FARS2	chr6	+
COMMD1	chr2	+	PAPOLG	chr2	+
COMMD10	chr5	+	AP3S1	chr5	+
COMMD10	chr5	+	CHSY3	chr5	+
COMMD10	chr5	+	DGKI	chr7	-
COMMD10	chr5	+	NUP107	chr12	+
COMMD2	chr3	-	POFUT1	chr20	+
COMMD4	chr15	-	COMMD4	chr15	+
COMMD5	chr8	-	8-Sep	chr5	-
COMMD6	chr13	+	COMMD6	chr13	-
COMMD6	chr13	-	PCDH9	chr13	-
COMMD7	chr20	-	DUSP15	chr20	-
COMMD7	chr20	-	MMP24	chr20	+
COMMD7	chr20	-	SUN5	chr20	-
COMMD9	chr11	+	COMMD9	chr11	-
COMMD9	chr11	-	C11orf91	chr11	-
COMMD9	chr11	-	CD59	chr11	-
COMMD9	chr11	-	CDKL2	chr4	-
COMMD9	chr11	-	CKAP5	chr11	-
COMMD9	chr11	-	CYP19A1	chr15	-
COMP	chr19	+	SERPINA3	chr14	-
COMT	chr22	+	CERK	chr22	-
COMT	chr22	+	PCBP2	chr12	-
COMT	chr22	+	YPEL1	chr22	-
COMT	chr22	+	ZDHHC11	chr5	-
COMT	chr22	+	ZDHHC8	chr22	+
COMT	chr22	-	COMT	chr22	+
COMT	chr22	-	MAP7D1	chr1	+
COMT	chr22	-	NICN1	chr3	+
COMT	chr22	-	THBS3	chr1	+
COPA	chr1	+	COPA	chr1	-
COPA	chr1	+	LRRFIP1	chr2	-
COPA	chr1	-	CISD3	chr17	+
COPA	chr1	-	COPA	chr1	+
COPA	chr1	-	SLAMF1	chr1	-
COPA	chr1	-	STAC2	chr17	-
COPB1	chr11	+	COPB1	chr11	-
COPB1	chr11	-	COPB1	chr11	-
COPB1	chr11	-	SPON1	chr11	+
COPB1	chr11	-	TLDC2	chr20	+
COPB2	chr3	+	NDUFV1	chr11	-
COPB2	chr3	-	TMEM106C	chr12	+
COPE	chr19	+	GNPTG	chr16	-
COPE	chr19	+	HBP1	chr7	+
COPE	chr19	-	PLXNB1	chr3	-
COPE	chr19	-	TMED1	chr19	-
COPE	chr19	-	TMEM59L	chr19	+
COPG1	chr3	+	COPG1	chr3	-
COPG1	chr3	+	RAB7A	chr3	+
COPG1	chr3	-	ANKRD11	chr16	+
COPG1	chr3	-	CPM	chr12	-
COPG1	chr3	-	HOXC9	chr12	+
COPG2	chr7	-	CEP41	chr7	-
COPG2	chr7	-	CSGALNACT1	chr8	-
COPG2	chr7	-	PODXL	chr7	-
COPRS	chr17	+	FAM102A	chr9	+
COPS2	chr15	+	COPS2	chr15	-
COPS2	chr15	+	CSMD2	chr1	+
COPS2	chr15	-	CTTN	chr11	+
COPS2	chr15	-	DPH6	chr15	-
COPS3	chr17	-	TEKT3	chr17	-
COPS4	chr4	+	NFXL1	chr4	-
COPS5	chr8	+	COPS5	chr8	-
COPS5	chr8	-	HNRNPH3	chr10	+
COPS5	chr8	-	HVCN1	chr12	-
COPS5	chr8	-	MTCO1P7	chr2	+
COPS7A	chr12	+	CLSTN3	chr12	+
COPS7A	chr12	+	GNB3	chr12	+
COPS7A	chr12	+	LINC00619	chr10	-
COPS7A	chr12	+	RPLP0	chr12	-
COPS7A	chr12	+	ZDHHC11B	chr5	-
COPS7A	chr12	-	COPS7A	chr12	-
COPS7A	chr12	-	GRINA	chr8	+
COPS7B	chr2	+	PTMA	chr2	+
COPS7B	chr2	+	RAB13	chr1	-
COPS7B	chr2	-	COPS7B	chr2	+
COPS7B	chr2	-	MBNL2	chr13	-
COPS8	chr2	+	RIN3	chr14	+
COPS8	chr2	-	FAM19A1	chr3	+
COPZ1	chr12	+	C19orf18	chr19	-
COPZ1	chr12	+	GNPTAB	chr12	-
COPZ1	chr12	+	HNRNPA1	chr12	+
COPZ1	chr12	+	HOXC4	chr12	+
COPZ1	chr12	+	HOXC9	chr12	+
COPZ1	chr12	+	ITGA7	chr12	-
COPZ1	chr12	+	ONECUT2	chr18	+
COPZ1	chr12	+	PPP1R1A	chr12	-
COQ10A	chr12	+	NABP2	chr12	+
COQ10A	chr12	+	OBFC2B	chr12	+
COQ10A	chr12	+	USP5	chr12	+
COQ10B	chr2	+	KIF3A	chr5	-
COQ4	chr9	+	DNM1	chr9	+
COQ4	chr9	-	COQ4	chr9	+
COQ6	chr14	+	ACOT4	chr14	+
COQ6	chr14	+	FLRT1	chr11	+
COQ7	chr16	+	OSBPL2	chr20	+
COQ8B	chr19	-	AKAP8	chr19	-
COQ9	chr16	+	CCL17	chr16	+
COQ9	chr16	-	PLEKHG1	chr6	-
CORIN	chr4	-	HECW2	chr2	-
CORO1B	chr11	-	ERBB2	chr17	+
CORO1B	chr11	-	TMEM134	chr11	-
CORO1C	chr12	-	ANKS1B	chr12	-
CORO1C	chr12	-	ATXN2	chr12	-
CORO1C	chr12	-	C12orf42	chr12	-
CORO1C	chr12	-	PACRG	chr6	+
CORO1C	chr12	-	RBFOX1	chr16	+
CORO1C	chr12	-	RFLNA	chr12	+
CORO1C	chr12	-	ZNF664	chr12	+
CORO2A	chr9	-	C9orf3	chr9	+
CORO2A	chr9	-	IPPK	chr9	+
CORO2A	chr9	-	KBTBD4	chr11	-
CORO2A	chr9	-	NCBP1	chr9	+
CORO2B	chr15	+	APH1B	chr15	+
CORO2B	chr15	+	SLC22A23	chr6	-
CORO6	chr17	-	CORO6	chr17	+
CORO6	chr17	-	SLC20A2	chr8	-
CORO7	chr16	-	CLEC16A	chr16	+
CORO7	chr16	-	ENPP7P14	chr16	-
CORO7	chr16	-	GFOD2	chr16	-
CORO7	chr16	-	RMI2	chr16	+
CORO7	chr16	-	TRAF7	chr16	+
CORO7-PAM16	chr16	+	AFDN-AS1	chr6	-
CORO7-PAM16	chr16	-	LOX	chr5	+
COTL1	chr16	+	TMEM232	chr5	-
COTL1	chr16	-	FAM65A	chr16	+
COTL1	chr16	-	G6PC3	chr17	+
COTL1	chr16	-	METTL7A	chr12	+
COTL1	chr16	-	PREX2	chr8	+
COX1	chrMT	+	ATP1A2	chr1	+
COX1	chrMT	+	MAGI3	chr1	-
COX1	chrMT	+	MLLT11	chr1	+
COX1	chrMT	-	ABCA6	chr17	+
COX1	chrMT	-	ACAA1	chr3	-
COX1	chrMT	-	ATL3	chr11	+
COX1	chrMT	-	BPTF	chr17	+
COX1	chrMT	-	COL6A3	chr2	+
COX1	chrMT	-	DARS	chr2	+
COX1	chrMT	-	FAM213A	chr10	+
COX1	chrMT	-	IGSF8	chr1	-
COX1	chrMT	-	IL13RA1	chrX	+
COX1	chrMT	-	MRPL22	chr5	+
COX1	chrMT	-	MYRF	chr11	+
COX1	chrMT	-	ND6	chrMT	-
COX1	chrMT	-	PKM	chr15	-
COX1	chrMT	-	PRKAR1A	chr17	+
COX1	chrMT	-	PRRC2A	chr6	-
COX1	chrMT	-	PTMA	chr2	+
COX1	chrMT	-	RASSF4	chr10	+
COX1	chrMT	-	RPL13A	chr19	+
COX1	chrMT	-	SSR4	chrX	+
COX1	chrMT	-	TRPC1	chr3	+
COX1	chrMT	-	UIMC1	chr5	-
COX10	chr17	+	INPP5K	chr17	-
COX10	chr17	+	PCGF3	chr4	+
COX14	chr12	+	FBN1	chr15	-
COX14	chr12	+	GPD1	chr12	+
COX14	chr12	+	LIMA1	chr12	-
COX14	chr12	+	SPATS2	chr12	+
COX14	chr12	+	USP9X	chrX	+
COX15	chr10	-	TRAPPC4	chr11	+
COX18	chr4	-	INPP4B	chr4	-
COX18	chr4	-	TBCD	chr17	+
COX19	chr7	-	HEATR2	chr7	+
COX20	chr1	+	COX20	chr1	-
COX20	chr1	+	SDCCAG8	chr1	+
COX20	chr1	+	SMR3B	chr4	+
COX20	chr1	-	COX20	chr1	+
COX20	chr1	-	COX20	chr1	-
COX4I1	chr16	+	NOP16	chr5	-
COX4I1	chr16	-	TOMM22	chr22	-
COX6A1	chr12	+	C1orf123	chr1	-
COX6A1	chr12	+	PPP1R12A	chr12	-
COX6A1	chr12	-	WDR33	chr2	-
COX6A2	chr16	-	MYL3	chr3	-
COX6B1	chr19	+	COX6B1P4	chr8	-
COX6B1	chr19	+	SERTAD1	chr19	-
COX6B1	chr19	+	TTYH1	chr19	+
COX6B1	chr19	-	B2M	chr15	-
COX6B1	chr19	-	SORL1	chr11	-
COX6C	chr8	+	ADCY2	chr1	-
COX6C	chr8	+	AFF4	chr5	+
COX6C	chr8	+	FURIN	chr15	-
COX6C	chr8	+	PCYT1A	chr3	-
COX6C	chr8	-	DDX27	chr20	+
COX6C	chr8	-	EIF2AK2	chr2	-
COX6C	chr8	-	RGS22	chr8	-
COX6C	chr8	-	TDRD12	chr19	+
COX6C	chr8	-	ZFPM2	chr8	+
COX7A1	chr19	+	POSTN	chr13	-
COX7A1	chr19	-	TOP2B	chr3	-
COX7A2	chr6	-	TRBV20-1	chr16	-
COX7A2	chr6	-	USP18	chr22	+
COX7B	chrX	-	COX7B	chrX	+
COX7B2	chr4	-	PIP4K2A	chr10	-
COX7C	chr5	+	PLEKHA5	chr12	+
COX8A	chr11	-	AGFG1	chr2	+
COX8A	chr11	-	SHMT2	chr12	+
CP	chr3	-	COMMD2	chr3	-
CP	chr3	-	MRAS	chr3	+
CP	chr3	-	SOX5	chr12	-
CP	chr3	-	WWTR1	chr3	-
CPA1	chr7	+	SCYL1	chr11	+
CPA1	chr7	-	CPA1	chr7	+
CPA4	chr7	-	CPA4	chr7	-
CPAMD8	chr19	-	HAUS8	chr19	-
CPAMD8	chr19	-	LILRB3	chr19	-
CPAMD8	chr19	-	SAP18	chr13	+
CPAMD8	chr19	-	SKAP1	chr17	-
CPAMD8	chr19	-	SMIM7	chr19	-
CPB1	chr3	+	ANXA1	chr9	+
CPB1	chr3	+	ATP5G3	chr2	-
CPB1	chr3	+	CPB1	chr3	+
CPB1	chr3	+	DDX21	chr10	+
CPB1	chr3	+	MGP	chr12	-
CPB1	chr3	+	NDUFV1	chr11	+
CPB1	chr3	+	SNW1	chr14	-
CPB1	chr3	-	CPB1	chr3	+
CPB2	chr13	-	ZC3H13	chr13	-
CPD	chr17	+	AATF	chr17	+
CPD	chr17	+	ADAP2	chr17	+
CPD	chr17	+	ERBB2	chr17	+
CPD	chr17	+	GSDMB	chr17	-
CPD	chr17	+	GSTO1	chr10	+
CPD	chr17	+	HDAC5	chr17	-
CPD	chr17	+	MYL4	chr17	+
CPD	chr17	+	NF1	chr17	+
CPD	chr17	+	ORMDL3	chr17	-
CPD	chr17	+	PDE4D	chr5	-
CPD	chr17	+	PIGW	chr17	+
CPD	chr17	+	RABIF	chr1	-
CPD	chr17	+	SKAP1	chr17	-
CPD	chr17	+	TBX2	chr17	+
CPD	chr17	+	TMEM132E	chr17	+
CPD	chr17	+	UQCRQ	chr5	+
CPD	chr17	+	WNT3	chr17	-
CPD	chr17	+	ZFAS1	chr20	+
CPD	chr17	-	CPD	chr17	+
CPE	chr4	+	ARHGEF4	chr2	+
CPE	chr4	+	GDI1	chrX	+
CPE	chr4	+	GNAS	chr20	+
CPE	chr4	+	PLEKHA5	chr12	+
CPE	chr4	+	SMIM14	chr4	-
CPEB1	chr15	-	CRTC3	chr15	+
CPEB2	chr4	+	LDB2	chr4	-
CPEB3	chr10	-	CPEB3	chr10	-
CPEB3	chr10	-	LY86-AS1	chr6	-
CPEB3	chr10	-	PRIM1	chr12	-
CPEB4	chr5	+	CEP112	chr17	-
CPEB4	chr5	+	HMP19	chr5	+
CPEB4	chr5	+	SHISA5	chr3	-
CPEB4	chr5	+	STK32A	chr5	+
CPED1	chr7	+	BCO2	chr11	+
CPHL1P	chr3	-	TM4SF1	chr3	-
CPLANE1	chr5	-	KB-1639H6.2	chr8	-
CPLANE1	chr5	-	NPR3	chr5	+
CPLANE1	chr5	-	NUP155	chr5	-
CPLANE1	chr5	-	SEMA5A	chr5	-
CPLX1	chr4	-	GAK	chr4	-
CPLX2	chr5	+	RAB6B	chr3	-
CPLX2	chr5	-	CPLX2	chr5	+
CPM	chr12	+	KIAA1161	chr9	+
CPM	chr12	-	AVIL	chr12	-
CPM	chr12	-	BEST3	chr12	-
CPM	chr12	-	CCT2	chr12	+
CPM	chr12	-	DNM3	chr1	+
CPM	chr12	-	GOLT1B	chr12	+
CPM	chr12	-	KCNMA1	chr10	-
CPM	chr12	-	MON2	chr12	+
CPM	chr12	-	MYRFL	chr12	+
CPM	chr12	-	NUP107	chr12	+
CPM	chr12	-	RBM48	chr7	+
CPM	chr12	-	TLE1	chr9	-
CPN1	chr10	-	ACTR1A	chr10	-
CPNE1	chr20	+	PAPD4	chr5	-
CPNE1	chr20	-	ASIP	chr20	+
CPNE1	chr20	-	AVL9	chr7	-
CPNE1	chr20	-	DMD	chrX	-
CPNE1	chr20	-	GNAS	chr20	+
CPNE1	chr20	-	LPO	chr17	+
CPNE1	chr20	-	MROH8	chr20	-
CPNE1	chr20	-	NDUFV1	chr11	+
CPNE1	chr20	-	ZNF618	chr9	+
CPNE2	chr16	+	CPNE2	chr16	-
CPNE2	chr16	+	FAM192A	chr16	-
CPNE2	chr16	+	HS1BP3	chr2	-
CPNE2	chr16	+	MT1E	chr16	+
CPNE2	chr16	+	YWHAEP7	chr17	-
CPNE2	chr16	-	SORT1	chr1	+
CPNE3	chr8	+	ANGPT1	chr8	-
CPNE4	chr3	+	PSAT1	chr9	-
CPNE4	chr3	-	ABCC5	chr3	-
CPNE4	chr3	-	CPNE4	chr3	+
CPNE4	chr3	-	CSF1R	chr5	+
CPNE4	chr3	-	MRPL3	chr3	-
CPNE4	chr3	-	USP48	chr1	-
CPNE4	chr3	-	ZDHHC5	chr11	-
CPNE5	chr6	+	CPNE5	chr6	+
CPNE6	chr14	+	CARMIL3	chr14	+
CPNE6	chr14	+	LRRC16B	chr14	+
CPNE8	chr12	-	CADM2	chr3	+
CPNE8	chr12	-	CILP	chr15	-
CPNE8	chr12	-	CNTN1	chr12	+
CPNE8	chr12	-	MGST1	chr12	+
CPNE8	chr12	-	PRMT8	chr12	+
CPQ	chr8	+	COL14A1	chr8	+
CPQ	chr8	+	CORO1C	chr12	-
CPQ	chr8	+	KSR2	chr12	-
CPQ	chr8	+	MATN2	chr8	+
CPQ	chr8	+	OC90	chr8	-
CPQ	chr8	+	RABGEF1	chr7	+
CPQ	chr8	-	C8orf4	chr8	+
CPQ	chr8	-	CPQ	chr8	+
CPS1	chr2	+	IFNGR1	chr6	-
CPS1	chr2	+	MAP2	chr2	+
CPS1	chr2	+	PLCD4	chr2	+
CPS1	chr2	+	PLEKHM3	chr2	-
CPS1	chr2	+	PRDX3	chr10	-
CPS1	chr2	+	SGO2	chr2	+
CPS1	chr2	+	SGOL2	chr2	+
CPS1	chr2	+	SPPL3	chr12	-
CPSF1	chr8	+	CPSF1	chr8	-
CPSF1	chr8	-	AHNAK	chr11	-
CPSF1	chr8	-	ARHGAP39	chr8	-
CPSF1	chr8	-	KRT6A	chr12	-
CPSF1	chr8	-	RECQL4	chr8	-
CPSF1	chr8	-	TONSL	chr8	-
CPSF1	chr8	-	VPS28	chr8	-
CPSF2	chr14	-	SLMAP	chr3	-
CPSF3	chr2	-	CPSF3	chr2	+
CPSF3L	chr1	+	CPSF3L	chr1	-
CPSF3L	chr1	+	CSF1R	chr5	+
CPSF3L	chr1	-	COQ8A	chr1	+
CPSF3L	chr1	-	CPSF3L	chr1	-
CPSF3L	chr1	-	GNB1	chr1	-
CPSF6	chr12	+	C17orf90	chr17	-
CPSF6	chr12	+	CCNL2	chr1	-
CPSF6	chr12	+	CLDN11	chr3	+
CPSF6	chr12	+	COL16A1	chr1	-
CPSF6	chr12	+	COL9A1	chr6	-
CPSF6	chr12	+	CPM	chr12	-
CPSF6	chr12	+	CPSF6	chr12	-
CPSF6	chr12	+	DCN	chr12	-
CPSF6	chr12	+	EXOC3	chr5	+
CPSF6	chr12	+	GRM8	chr7	-
CPSF6	chr12	+	LAMA2	chr6	+
CPSF6	chr12	+	MDM1	chr12	-
CPSF6	chr12	+	MYF6	chr12	+
CPSF6	chr12	+	MYRFL	chr12	+
CPSF6	chr12	+	NUP107	chr12	+
CPSF6	chr12	+	OSBPL8	chr12	-
CPSF6	chr12	+	PTPRB	chr12	-
CPSF6	chr12	+	SEC61B	chr9	+
CPSF6	chr12	+	SH3YL1	chr2	-
CPSF6	chr12	+	SMR3B	chr4	+
CPSF6	chr12	+	SOX2-OT	chr3	+
CPSF6	chr12	+	TMTC2	chr12	+
CPSF6	chr12	+	TSPAN31	chr12	+
CPSF6	chr12	+	ZBTB1	chr14	+
CPSF6	chr12	-	CPSF6	chr12	+
CPSF7	chr11	+	CHN2	chr7	+
CPSF7	chr11	+	EVL	chr14	+
CPSF7	chr11	+	LINC00693	chr3	+
CPSF7	chr11	-	BSCL2	chr11	-
CPSF7	chr11	-	DNAJB6	chr7	+
CPT1A	chr11	+	C16orf72	chr16	-
CPT1A	chr11	+	FGG	chr4	-
CPT1A	chr11	-	ADAM2	chr8	-
CPT1A	chr11	-	ANPEP	chr15	-
CPT1A	chr11	-	CHKA	chr11	-
CPT1A	chr11	-	FGF3	chr11	-
CPT1A	chr11	-	GAL3ST3	chr11	-
CPT1A	chr11	-	GAPDH	chr12	+
CPT1A	chr11	-	GDPD4	chr11	-
CPT1A	chr11	-	KCNG1	chr20	-
CPT1A	chr11	-	KMT5B	chr11	-
CPT1A	chr11	-	LPCAT2	chr16	+
CPT1A	chr11	-	LPXN	chr11	-
CPT1A	chr11	-	MAPK8IP3	chr16	+
CPT1A	chr11	-	MRPL21	chr11	-
CPT1A	chr11	-	MS4A18	chr11	+
CPT1A	chr11	-	MYEOV	chr11	+
CPT1A	chr11	-	NANOGNBP1	chr2	+
CPT1A	chr11	-	P4HA3	chr11	-
CPT1A	chr11	-	PPFIA1	chr11	+
CPT1A	chr11	-	RDH5	chr12	+
CPT1A	chr11	-	RNFT1	chr17	-
CPT1A	chr11	-	SHANK2	chr11	-
CPT1A	chr11	-	SYT12	chr11	+
CPT1A	chr11	-	TRIM24	chr7	+
CPT1B	chr22	-	SEC14L3	chr22	-
CPT2	chr1	+	SCP2	chr1	+
CPT2	chr1	-	AGO2	chr8	-
CPT2	chr1	-	CPT2	chr1	+
CR1L	chr1	+	C1orf116	chr1	-
CRACR2A	chr12	-	C12orf4	chr12	-
CRACR2A	chr12	-	SOX5	chr12	-
CRACR2A	chr12	-	SYT10	chr12	-
CRADD	chr12	+	GRIP1	chr12	-
CRADD	chr12	+	MRPL42	chr12	+
CRADD	chr12	-	S100A8	chr1	+
CRAMP1	chr16	+	EMC9	chr14	-
CRAMP1	chr16	+	IFT140	chr16	-
CRAMP1	chr16	+	TMEM204	chr16	+
CRAMP1	chr16	+	TVP23A	chr16	-
CRAMP1	chr16	+	VN1R9P	chr22	-
CRAMP1	chr16	-	CRAMP1	chr16	-
CRAMP1L	chr16	+	IFT140	chr16	-
CRAMP1L	chr16	+	TMEM204	chr16	+
CRAT	chr9	+	DOLPP1	chr9	-
CRAT	chr9	-	TTLL11	chr9	-
CRAT	chr9	-	TTLL11-IT1	chr9	-
CRB1	chr1	+	IGFN1	chr1	+
CRB2	chr9	+	RECK	chr9	+
CRB3	chr19	+	RTP1	chr3	+
CRB3	chr19	+	SAFB	chr19	+
